Sr No,Sellers ID,Seller Name,Seller Level,Seller class,Seller team member name,Seller team member number,Bill Date,Bill Time,Bill No.,Transaction Type,Invoice type,Buyer ID,Buyer Name,Buyer Level,Buyer Class,Buyer Location,Buyer Team member name,Buyer Team member number,Category,Product,SKU,Brand,Unit Cost,Qty,Discount,Value,
269,220,Kiron,Silver,L2,William Williams,9044201844,06/09/2019,10:04:18,abc277de,Sales(80%),Created,B008,The Community Housing Group,B1,B,Bangalore,Jake Wirt,9531954537,C36,P5C36,WLABK544,Lamborghini,274132,8,1,2171125.44,
270,230,Global Craft,Silver,L1, Jack Dorsey,9183660290,04/19/2019,15:14:12,abc287de,Sales(75%),Created,B018,Warshal Housing Ltd,B1,B,Ernakulam,Vincent Cormier,9540109178,C37,P1C37,CNTGR257,Nike,72521,2,1,143591.58,
271,230,Global Craft,Silver,L1, Jack Dorsey,9183660290,04/19/2019,15:14:12,abc287de,Sales(75%),Created,B018,Warshal Housing Ltd,B1,B,Ernakulam,Vincent Cormier,9540109178,C37,P2C37,CAJYL555,Allen Solly,87128,1,2,85385.44,
272,230,Global Craft,Silver,L1, Jack Dorsey,9183660290,04/19/2019,15:14:12,abc287de,Sales(75%),Created,B018,Warshal Housing Ltd,B1,B,Ernakulam,Vincent Cormier,9540109178,C37,P3C37,CTSPK634,Tommy Hilfiger,132918,7,11,828079.14,
273,230,Global Craft,Silver,L1, Jack Dorsey,9183660290,04/19/2019,15:14:12,abc287de,Sales(75%),Created,B018,Warshal Housing Ltd,B1,B,Ernakulam,Vincent Cormier,9540109178,C37,P4C37,CLPWT156,Louis Philippe,260587,23,1,5933565.99,
274,230,Global Craft,Silver,L1, Jack Dorsey,9183660290,04/19/2019,15:14:12,abc287de,Sales(75%),Created,B018,Warshal Housing Ltd,B1,B,Ernakulam,Vincent Cormier,9540109178,C37,P5C37,CASOR598,Allen Solly,39095,1,13,34012.65,
275,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C38,P1C38,BJTSR258,Jaguar,217863,15,15,2777753.25,
276,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C39,P2C39,TLSWT894,L'Oreal,294560,10,9,2680496,
277,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C39,P3C39,TGGBL963,Gillette,177379,23,1,4038919.83,
278,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C39,P4C39,TNFGR541,Nivea,203356,13,2,2590755.44,
279,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C39,P5C39,TLCWT103,L'Oreal,152140,11,9,1522921.4,
280,240,NL Designs,Gold,L3,Kenneth Brown,9257313555,10/16/2019,18:12:36,abc297de,Sales(80%),Created,B028,Royal Derby Hospitals,B2,A,Amritsar,William Paterson,9503391221,C40,P1C40,FNSGR254,Nike,113921,11,6,1177943.14,
281,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C40,P2C40,FNCWT963,Nike,71500,11,5,747175,
282,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C40,P4C40,FASWT555,Adidas,186679,9,3,1629707.67,
283,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C40,P5C40,FBSBL124,Bata,257443,14,5,3423991.9,
284,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C41,P1C41,OPBYL520,Parle,65375,5,12,287650,
285,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C41,P2C41,OPJPK261,Parle,274811,15,13,3586283.55,
286,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C41,P3C41,OBBGR103,Brittania,94192,20,8,1733132.8,
287,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C41,P4C41,ONCBR561,Nutella,242278,7,14,1458513.56,
288,245,Peepul Store,Silver,L2,Kathryn Coles,9491638381,07/24/2019,9:03:45,abc302de,Sales(55%),Created,B033,THE HIGHER EDUCATION ACADEMY,B2,A,Ranchi,Sheri Perkins,9498863272,C41,P5C41,OBJYL998,Brittania,238636,9,4,2061815.04,
289,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C42,P1C42,VCDBK521,Coca-Cola,89408,3,10,241401.6,
290,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P1C6,ZFBSR675,Fastrack,159675,11,13,1528089.75,
291,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P2C6,ZFBSR676,Fastrack,80011,18,2,1411394.04,
292,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P3C6,ZVBSR679,Velocity,25404,9,2,224063.28,
293,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P4C6,ZVNSR693,Velocity,176829,20,7,3289019.4,
294,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P5C6,ZHNSR694,Hidesign,81165,16,14,1116830.4,
295,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C7,P1C7,EDLGR778,Dell,294782,4,10,1061215.2,
296,145,Khatu Traders,Silver,L3,Praveenkumar Rabgyal,9404900879,11/24/2019,11:44:28,abc365de,Sales(61%),Attached,B136,Aziz Enterprises,B2,D,BAMBORA,Tenzin Laul,9259671083,C7,P5C7,EALRD782,Acer,168880,24,8,3728870.4,
297,146,Khanna Electronics,Silver,L3,Sandy Singh,9573555401,06/25/2019,9:01:30,abc366de,Sales(61%),Attached,B137,Aman Furnitures,B2,D,BANDHAVGARH,Paswan Srikaran,9259210491,C8,P1C8,GPBBL876,Philips,86043,23,10,1781090.1,
298,147,Krupa Sales,Platinum,L3,Neena Rao,9171707171,06/12/2019,12:02:41,abc367de,Sales(59%),Attached,B138,Surendra Brothers,B3,D,BANDIPUR,Amin Chandra,9254185278,C8,P2C8,GPBBK877,Philips,208670,9,2,1840469.4,
299,148,Karuna Enterprise,Gold,L3,Dua Rana,9559408719,11/12/2019,15:32:50,abc368de,Sales(92%),Created,B139,Raj Marriage Lawn,B3,D,BANGALORE,Tambe Sira,9259452254,C8,P3C8,GPLBL878,Philips,110929,1,4,106491.84,
300,149,Mayank Enterprises,Silver,L3,Sumedh Khando,9613543601,03/28/2019,13:02:00,abc369de,Sales(73%),Attached,B140,Swyamvar Collection,B4,D,BARBIL,Rabten Virmani,9255747636,C8,P4C8,GHLBL879,Havels,85344,4,9,310652.16,
301,150,Madhav Sales,Platinum,L3,Pravil Kadam,9816876533,12/28/2019,13:14:11,abc370de,Sales(93%),Created,B141,Jalans,B3,D,BAREILLY,Rao Mahatapa,9252555924,C8,P5C8,GHLRD881,Havels,86519,19,3,1594545.17,
302,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C9,P5C9,GSBBL886,Syska,192459,5,3,933426.15,
303,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C10,P1C10,XPCBL001,Pedigree,110511,20,11,1967095.8,
304,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C10,P2C10,XPCBL002,Pedigree,200516,24,10,4331145.6,
305,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C10,P3C10,XWBBR00,Wiskas,233841,11,12,2263580.88,
306,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C10,P4C10,XWBYW004,Wiskas,234621,10,8,2158513.2,
307,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C10,P5C10,XPCBL005,Pedigree,31891,1,8,29339.72,
308,155,Aqua Enterprises,Gold,L3,Piyush Rigzin,9923886312,01/12/2019,17:34:45,abc375de,Sales(96%),Created,B146,Shagun Collection,B4,A,BHARATPUR,Singh Kalanadhabhatla,9258391713,C11,P1C11,XPPBK009,Pedigree,12282,23,11,251412.54,
309,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C15,P1C15,KCTSR117,Cello,270967,9,12,2146058.64,
310,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C15,P2C15,KCKSR118,Cello,33326,17,11,504222.38,
311,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C15,P3C15,KCKSR119,Cello,298593,17,14,4365429.66,
312,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C15,P4C15,KPKSR120,Prestige,206699,9,10,1674261.9,
313,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C15,P5C15,KPPSR121,Prestige,201189,12,8,2221126.56,
314,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C16,P1C16,WTMGR181,Timex,161919,7,1,1122098.67,
315,171,TechFone,Silver,L1,Sangameswar D Costa,9773809294,01/09/2019,11:26:42,abc391de,Sales(66%),Created,B162,Sai Bakers,B4,B,DEHRADUN,Malik Munish,9251529923,C16,P2C16,WTMBL182,Timex,38986,11,10,385961.4,
316,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C16,P3C16,WRLBL183,Rolex,67535,16,15,918476,
317,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C16,P4C16,WRLGR184,Rolex,188603,12,4,2172706.56,
318,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C16,P5C16,WTMRD185,Timex,64685,13,10,756814.5,
319,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C17,P1C17,FNSYL344,Nike,214241,10,14,1842472.6,
320,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C17,P2C17,FNSBL345,Nike,214179,16,1,3392595.36,
321,188,Eva Retail,Gold,L2,Chandiramani Jangchup,9769952828,01/16/2019,15:10:29,abc408de,Sales(84%),Attached,B179,Kashi Apartment,B1,D,JAMNAGAR,Sarin Markandeya,9255506616,C17,P3C17,FNBGR346,Nike,9801,6,3,57041.82,
322,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C16,P5C16,WTMRD185,Timex,64685,13,10,756814.5,
323,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C17,P1C17,FNSYL344,Nike,214241,10,14,1842472.6,
324,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C17,P2C17,FNSBL345,Nike,214179,16,1,3392595.36,
325,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C17,P3C17,FNBGR346,Nike,9801,6,3,57041.82,
326,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C17,P4C17,FNBBK347,Nike,171517,17,4,2799157.44,
327,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C17,P5C17,FBBYL348,Bata,109909,11,1,1196909.01,
328,190,MobiGenie,Gold,L2,Chatterji Balasubramanium,9466378141,08/16/2019,11:40:44,abc410de,Sales(92%),Created,B181,KGN Mobiles,B2,D,JAWHAR,Gavde Muddiah,9257654151,C18,P1C18,RTTBR120,Tanish,26171,16,15,355925.6,
329,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C18,P4C18,RKTBR123,Kajims,136723,9,5,1168981.65,
330,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C18,P5C18,RKSBR124,Kajims,21249,5,15,90308.25,
331,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C19,P1C19,ONSBR221,Nutella,49011,22,13,938070.54,
332,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C19,P2C19,ONSWT222,Nutella,235316,21,11,4398056.04,
333,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C19,P3C19,ONSCR223,Nutella,109430,12,15,1116186,
334,202,GALACY,Gold,L3,Lahan D Costa,9633928463,03/25/2019,15:21:00,abc422de,Sales(88%),Attached,B193,Shabuddin & Sons,B3,B,RAJPIPLA,Balasubramanium Bhagyamma,9255857744,C19,P4C19,OPBBR224,Parle,264823,2,4,508460.16,
335,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C19,P5C19,OPBWT225,Parle,250848,17,11,3795330.24,
336,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C20,P1C20,RKTBR321,Kajims,293427,20,2,5751169.2,
337,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C20,P2C20,RKCBL322,Kajims,284849,14,11,3549218.54,
338,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C20,P3C20,RRWBR323,Raymonds,237807,10,12,2092701.6,
339,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C20,P4C20,RKTBR324,Kajims,142073,9,9,1163577.87,
340,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C20,P5C20,RTSBR325,Tanish,88771,4,11,316024.76,
341,205,JCD Business,Platinum,L3,Nema Ghosh,9524043312,11/10/2019,15:31:04,abc425de,Sales(62%),Created,B196,MK Enterprises,B4,C,RAMESHWARAM,Yangkey Gopinath,9258019022,C21,P1C21,DAMWH142,Amul,229030,12,4,2638425.6,
342,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C21,P5C21,DAMRD741,Amul,149957,6,3,872749.74,
343,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C22,P1C22,WRWSL951,Rolex,39552,22,14,748323.84,
344,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C22,P2C22,WTFBK952,Timex,179958,6,13,939380.76,
345,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C22,P3C22,WFFBK953,Fastrack,97321,1,7,90508.53,
346,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C22,P4C22,WRWGD954,Rolex,13659,7,6,89876.22,
347,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C22,P5C22,WTWGD955,Timex,270337,3,15,689359.35,
348,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C23,P1C23,CATBK159,Allen Solly,50239,3,3,146195.49,
349,216,Toycra,platinum,L1,Udipi Chauhan,7917934704,04/21/2019,12:21:18,abc436de,Sales(74%),Attached,B108,Ramesh Tendulkar,B3,A,Goa,Dutta Papa,9259913358,C23,P2C23,CASBL158,Allen Solly,23595,15,10,318532.5,
350,121,Showoff,Platinum,L1,Shridhar Bhakto,9884140846,03/14/2019,15:04:34,abc341de,Sales(57%),Attached,B112,New Sindh Confectionary Works,B4,B,Goa,Phuntsok Surujnarine,9257087507,C3,P1C3,SCPBL444,Cello,169106,19,8,2955972.88,
351,122,Siddhi Enterprises,Silver,L1,Saripella Balasubramanium,9270845493,07/13/2019,16:10:25,abc342de,Sales(56%),Created,B113,Shri Brothers,B2,B,Ernakulam,Dhundup Sunny,9253756628,C3,P2C3,SCPRD445,Cello,256855,3,14,662685.9,
352,123,Sky Collab,Silver,L2,Sudhindranath Dutta,9773676998,01/02/2019,16:24:50,abc343de,Sales(71%),Created,B114,Sharman Sanitary and Building Material,B2,B,Pune,Choudhary Puskara,9253933549,C3,P3C3,SCPGR446,Cello,256489,23,6,5545292.18,
353,124,Skylint,Gold,L2,Sanu Chopra,9154770959,08/16/2019,12:07:43,abc344de,Sales(57%),Attached,B115,Balaji Tools,B1,B,Nasik,Shroff Suchin,9255466939,C3,P4C3,SPPBL476,Parker,48108,4,4,184734.72,
354,125,Synbus,Gold,L2,Huggahalli Khan,9882008584,12/18/2019,17:48:31,abc345de,Sales(69%),Created,B116,Kamala Printing Press,B1,B,Nagpur,Raju Manushi,9252475241,C3,P5C3,SRPBK492,Parker,218161,11,2,2351775.58,
355,126,Spenca,Silver,L2,Sudesh Choudhary,9291327496,06/18/2019,12:37:03,abc346de,Sales(94%),Attached,B117,Agarwal Gift Corner,B1,C,Mumbai,Powar Barot,9257978241,C4,P1C4,PPCGR588,Park Avenue,287454,6,2,1690229.52,
356,127,Spoilx,Gold,L2,Narasinha Tsundue,9200626428,09/12/2019,11:40:37,abc347de,Sales(60%),Attached,B118,Archies,B2,C,Mumbai,Dolma Kandadai,9258520014,C4,P2C4,PPPBL589,Park Avenue,160758,9,14,1244266.92,
357,128,Walkplus,Silver,L2,Bhattacharya Lhamo,9351546787,06/18/2019,12:25:39,abc348de,Sales(60%),Created,B119,Manoj Pustak Mandir,B3,C,Delhi,Bhakta Ramsundar,9251012055,C4,P3C4,PDDGR590,Denver,252343,13,13,2853999.33,
358,129,Icon Store,Gold,L2,Pratyush Rana,9236723776,02/19/2019,13:15:48,abc349de,Sales(84%),Created,B120,Hiya Butique,B3,C,Chennai,Sen Veena,9256484774,C4,P4C4,PDCRD592,Denver,128131,13,8,1532446.76,
359,130,SR Global,Silver,L2,Srini Dhundup,9135958702,03/06/2019,17:45:55,abc350de,Sales(57%),Created,B121,New Vinay Sweets,B3,C,Goa,Achari Pritish,9254173765,C4,P5C4,PWPBR593,Wild Stone,130949,25,2,3208250.5,
360,131,Sunrise Digital,Gold,L2,Chiba Sen,9217538879,08/27/2019,13:20:33,abc351de,Sales(86%),Attached,B122,Hafiz Jee,B4,C,Varanasi,Bhatnagar Veerasamy,9255546294,C5,P1C5,ZFPSR666,Fastrack,143752,1,6,135126.88,
361,132,Torque Traders,Silver,L2,Zev Gupta,9482656498,10/18/2019,17:54:55,abc352de,Sales(88%),Attached,B123,Om Sai Communication,B1,C,Mangalore,Sarin Sthanumurthy,9259033541,C5,P2C5,ZFPSR667,Fastrack,29715,24,14,613317.6,
362,133,Max Stores,Silver,L2,Nageshwar Yangkey,9995748214,11/08/2019,18:05:41,abc353de,Sales(90%),Attached,B124,Musa Enterprises,B1,C,Udupi,Chauhan Samudra,9251556118,C5,P3C5,ZVPSR668,Velocity,122669,19,14,2004411.46,
363,134,Vishnu Sales,Silver,L2,Yesh Bhanushali,9237712890,09/08/2019,16:49:00,abc354de,Sales(80%),Attached,B125,Vazir Ansari Zafar & Sons,B1,A,Bangalore,Chatterjee Pasuma,9253149206,C5,P4C5,ZVPSR669,Velocity,208050,21,11,3888454.5,
364,135,Vermani,Silver,L2,Lavanya Prasad,9388478015,03/20/2019,9:40:55,abc355de,Sales(65%),Created,B126,Smiley World,B2,A,Amritsar,Chattopadhyay Naik,9252756858,C5,P5C5,ZHBSR674,Hidesign,250382,14,10,3154813.2,
365,136,Vertiqo,Gold,L2,Kunderan Goswami,9701353930,03/10/2019,9:06:36,abc356de,Sales(82%),Attached,B127,Meraj General Store,B2,A,Kolkata,Chavan Deivan,9258489686,C6,P1C6,ZFBSR675,Fastrack,159675,11,13,1528089.75,
366,137,Vahari Sales,Platinum,L3,Maruti Mehta,9216010543,10/11/2019,12:46:37,abc357de,Sales(77%),Attached,B128,Dream Mobile Service,B3,A,Indore,Amin Shan,9253489217,C6,P2C6,ZFBSR676,Fastrack,80011,18,2,1411394.04,
367,138,Varsha infotech,Silver,L3,Dosanjh Khan,9855611310,02/14/2019,11:39:49,abc358de,Sales(85%),Created,B129,Fatima Fab Store,B3,A,Bhopal,Kumar Renuka,9257112101,C6,P3C6,ZVBSR679,Velocity,25404,9,2,224063.28,
368,139,Zoom Star,Gold,L3,Kenchammana Achari,9242658586,07/22/2019,10:11:54,abc359de,Sales(79%),Created,B130,M S Art,B4,A,Prayagraj,Chatterjee Shan,9255834035,C6,P4C6,ZVNSR693,Velocity,176829,20,7,3289019.4,
369,140,Ransh,Silver,L3,Raghunathan Mistry,9627731208,05/11/2019,10:49:31,abc360de,Sales(60%),Created,B131,Patanjali Store,B4,A,Ranchi,Bhakta Parnika,9255317561,C6,P5C6,ZHNSR694,Hidesign,81165,16,14,1116830.4,
370,141,Riya Products,Gold,L3,Sankaran Shah,9355906235,04/26/2019,12:23:17,abc361de,Sales(57%),Created,B132,Spencer's,B4,D,BADDI,Jangchup Dhatri,9253559159,C7,P1C7,EDLGR778,Dell,294782,4,10,1061215.2,
